SCHOOL_ID,Short_Name,the_geom,UNIT_ID,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
609768,HOPE HS,POINT (-87.64143690911732 41.793564900891596),1940,5515 S LOWE AVE,HS,"8, 9, 10, 11, 12",High School,-87.64143691,41.7935649
610000,HOWE,POINT (-87.75934331295187 41.893613255228516),4060,720 N LOREL AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.75934331,41.89361326
610002,HOYNE,POINT (-87.56828303487224 41.733336797629015),4080,8905 S CRANDON AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.56828304,41.7333368
609741,HUBBARD HS,POINT (-87.71795875511906 41.78052719683683),1670,6200 S HAMLIN AVE,HS,"9, 10, 11, 12",High School,-87.71795876,41.7805272
610005,"HUGHES, C",POINT (-87.73177833945729 41.86055889571705),4110,4247 W 15TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73177834,41.8605589
610368,"HUGHES, L",POINT (-87.62931881950281 41.70530816679817),8060,226 W 104TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62931882,41.70530817
610006,HURLEY,POINT (-87.71954187269945 41.76682643500945),4120,3849 W 69TH PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71954187,41.76682644
609713,HYDE PARK HS,POINT (-87.58656001962476 41.78225767218122),1390,6220 S STONY ISLAND AVE,HS,"9, 10, 11, 12",High School,-87.58656002,41.78225767
610384,INFINITY HS HS,POINT (-87.7341032935916 41.8360359309467),7680,3120 S KOSTNER AVE,HS,"9, 10, 11",High School,-87.73410329,41.83603593
610078,INTER-AMERICAN,POINT (-87.65157458246989 41.949044452606394),4890,851 W WAVELAND AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65157458,41.94904445
610121,IRVING,POINT (-87.68367070833396 41.87159465151238),5350,749 S OAKLEY BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68367071,41.87159465
610060,"JACKSON, A",POINT (-87.66098342506456 41.87425848852418),4690,1340 W HARRISON ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66098342,41.87425849
610369,"JACKSON, M",POINT (-87.64676790447628 41.73416662123276),8090,917 W 88TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6467679,41.73416662
610010,JAHN,POINT (-87.67586482607611 41.93924638590994),4170,3149 N WOLCOTT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67586483,41.93924639
610011,JAMIESON,POINT (-87.7004742654949 41.98464186556909),4180,5650 N MOZART ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70047427,41.98464187
610012,JENNER,POINT (-87.64111063124497 41.902053576889685),4200,1119 N CLEVELAND AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64111063,41.90205358
610271,JENSEN,POINT (-87.70224039497272 41.87377378842269),6920,3030 W HARRISON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7022404,41.87377379
610274,JOHNSON,POINT (-87.70308371150745 41.861837178248805),6940,1420 S ALBANY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70308371,41.86183718
609678,JONES HS,POINT (-87.62766314833762 41.87441834613108),1060,606 S STATE ST,HS,"9, 10, 11, 12",High School,-87.62766315,41.87441835
609805,JOPLIN,POINT (-87.66942060609757 41.74933853929628),2330,7931 S HONORE ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66942061,41.74933854
609865,JORDAN,POINT (-87.67770731657393 42.01708744854629),2870,7414 N WOLCOTT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67770732,42.01708745
609764,JUAREZ HS,POINT (-87.66367739748031 41.852667346092424),1890,2150 S LAFLIN ST,HS,"9, 10, 11, 12",High School,-87.6636774,41.85266735
609762,JULIAN HS,POINT (-87.65369428743502 41.705859687613675),1870,10330 S ELIZABETH ST,HS,"9, 10, 11, 12",High School,-87.65369429,41.70585969
610015,JUNGMAN,POINT (-87.65224654207428 41.85806565907979),4230,1746 S MILLER ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65224654,41.85806566
609920,KANOON,POINT (-87.70516711778778 41.85077072313781),3370,2233 S KEDZIE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70516712,41.85077072
610084,KELLER,POINT (-87.6972776121568 41.69712916932709),4960,3020 W 108TH ST,ES,"1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69727761,41.69712917
609925,KELLMAN,POINT (-87.70087440960329 41.871179078854965),3410,751 S SACRAMENTO BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70087441,41.87117908
610016,KELLOGG,POINT (-87.67728743904763 41.72526250965068),4240,9241 S LEAVITT ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67728744,41.72526251
609715,KELLY HS,POINT (-87.69458364177976 41.81872994201015),1400,4136 S CALIFORNIA AVE,HS,"9, 10, 11, 12",High School,-87.69458364,41.81872994
609716,KELVYN PARK HS,POINT (-87.73599987475117 41.92795956210333),1410,4343 W WRIGHTWOOD AVE,HS,"9, 10, 11, 12",High School,-87.73599987,41.92795956
609718,KENNEDY HS,POINT (-87.78039519509697 41.79049614306339),1420,6325 W 56TH ST,HS,"9, 10, 11, 12",High School,-87.7803952,41.79049614
609746,KENWOOD HS,POINT (-87.59047589694214 41.803771684637695),1710,5015 S BLACKSTONE AVE,HS,"7, 8, 9, 10, 11, 12",High School,-87.5904759,41.80377169
610019,KERSHAW,POINT (-87.64083703860598 41.776453520154426),4270,6450 S LOWE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64083704,41.77645352
610020,KEY,POINT (-87.76642633111923 41.889818330259956),4280,517 N PARKSIDE AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76642633,41.88981833
610022,KILMER,POINT (-87.6681672875275 42.00364126184676),4300,6700 N GREENVIEW AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66816729,42.00364126
610023,KING,POINT (-87.68866492446656 41.87187577938543),4310,740 S CAMPBELL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68866492,41.87187578
609751,KING HS,POINT (-87.60392887220621 41.8136747453272),1760,4445 S DREXEL BLVD,HS,"9, 10, 11, 12",High School,-87.60392887,41.81367475
610026,KINZIE SCHOOL,POINT (-87.77919691441781 41.78972209356001),4330,5625 S MOBILE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.77919691,41.78972209
610027,KIPLING,POINT (-87.6395756551816 41.7236261367376),4350,9351 S LOWE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63957566,41.72362614
610344,KIPP ASCEND CHARTER,POINT (-87.7326681903073 41.872029194279534),7810,715 S KILDARE AVE,MS,"5, 6, 7, 8",Charter,-87.73266819,41.87202919
610028,KOHN,POINT (-87.62351041814954 41.70485084596577),4360,10414 S STATE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62351042,41.70485085
610030,KOZMINSKI,POINT (-87.60248074597618 41.797960716179794),4390,936 E 54TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60248075,41.79796072
610031,LAFAYETTE,POINT (-87.69494436479688 41.89933541611629),4400,2714 W AUGUSTA BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69494436,41.89933542
609719,LAKE VIEW HS,POINT (-87.66900782045957 41.954763268923784),1430,4015 N ASHLAND AVE,HS,"9, 10, 11, 12",High School,-87.66900782,41.95476327
609720,LANE TECH HS,POINT (-87.69101279363436 41.94668573646937),1440,2501 W ADDISON ST,HS,"9, 10, 11, 12",High School,-87.69101279,41.94668574
609993,LARA,POINT (-87.67223660343963 41.80976959280095),3980,4619 S WOLCOTT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6722366,41.80976959
609765,LAS CASAS OCCUPATIONAL HS,POINT (-87.55996185665423 41.742670925182594),1910,8401 S SAGINAW AVE,HS,"9, 10, 11, 12",High School,-87.55996186,41.74267093
610033,LASALLE,POINT (-87.63750976810506 41.91390049486693),4420,1734 N ORLEANS ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63750977,41.9139005
610520,LASALLE II,POINT (-87.67364094087682 41.90291523933932),8040,1148 N HONORE ST,ES,"PK, K, 1, 2",Elementary School,-87.67364094,41.90291524
610253,LATHROP,POINT (-87.70923177332931 41.86117501876094),6750,1440 S CHRISTIANA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70923177,41.86117502
610208,LAVIZZO,POINT (-87.62714669903573 41.69622118612457),6260,138 W 109TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6271467,41.69622119
610034,LAWNDALE,POINT (-87.71295583086274 41.86291886860581),4430,3500 W DOUGLAS BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71295583,41.86291887
610045,LAWRENCE,POINT (-87.56707565513558 41.71440250396613),4550,9928 S CRANDON AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.56707566,41.7144025
610255,LEARN CHARTER,POINT (-87.71062442950848 41.86727390904346),6770,1132 S HOMAN AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.71062443,41.86727391
,"LEARN CHARTER, WEST GARFIELD",POINT (-87.6952600119515 41.866476415043486),16,2745 W ROOSEVELT RD,ES,"K, 1, 2",Charter,-87.69526001,41.86647642
610291,LEE,POINT (-87.72882931680353 41.77530643438433),7170,6448 S TRIPP AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72882932,41.77530643
610400,LEGACY CHARTER,POINT (-87.73047009505497 41.856920861694675),5870,4217 W 18TH ST,ES,"PK, K, 1, 2, 3, 4",Charter,-87.7304701,41.85692086
610305,LELAND,POINT (-87.75570097638078 41.87389323360808),7320,5221 W CONGRESS PKWY,ES,"PK, K, 1, 2, 3",Elementary School,-87.75570098,41.87389323
610298,LENART,POINT (-87.62809530165309 41.747184716881215),7240,8101 S LA SALLE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6280953,41.74718472
610036,LEWIS,POINT (-87.7546050492751 41.90682533766835),4450,1431 N LEAMINGTON AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.75460505,41.90682534
610037,LIBBY,POINT (-87.65987781618836 41.79768559697338),4470,5300 S LOOMIS BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65987782,41.7976856
610038,LINCOLN,POINT (-87.64449854668128 41.924565969157776),4480,615 W KEMPER PL,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64449855,41.92456597
609738,LINCOLN PARK HS,POINT (-87.64606444721878 41.91826719274937),1620,2001 N ORCHARD ST,HS,"9, 10, 11, 12",High School,-87.64606445,41.91826719
610391,LINDBLOM HS,POINT (-87.67160686483365 41.78204169984068),7110,6130 S WOLCOTT AVE,HS,"9, 10, 11",High School,-87.67160686,41.7820417
610039,LINNE,POINT (-87.70268977951098 41.94000816597126),4490,3221 N SACRAMENTO AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70268978,41.94000817
609834,LITTLE VILLAGE ES,POINT (-87.71726392892045 41.84369939265834),2590,2620 S LAWNDALE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71726393,41.84369939
610040,LLOYD,POINT (-87.74857012198123 41.91881344970472),4500,2103 N LAMON AVE,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.74857012,41.91881345
610041,LOCKE,POINT (-87.79554896535167 41.93176326441498),4510,2828 N OAK PARK AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.79554897,41.93176327
610064,LOCKE CHARTER,POINT (-87.70523523723475 41.877289513434526),4730,3141 W JACKSON BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.70523524,41.87728951
610325,LOGANDALE,POINT (-87.7080396229247 41.93392904517468),7560,3212 W GEORGE ST,MS,"6, 7, 8",Elementary School,-87.70803962,41.93392905
610043,LOVETT,POINT (-87.7839196678798 41.912759187415524),4530,6333 W BLOOMINGDALE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.78391967,41.91275919
610044,LOWELL,POINT (-87.71021607156939 41.90647843565055),4540,3320 W HIRSCH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71021607,41.90647844
610029,LOZANO,POINT (-87.6640173734456 41.90779807078465),4380,1424 N CLEAVER ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66401737,41.90779807
610046,LYON,POINT (-87.77722931167835 41.93419112791134),4560,2941 N MCVICKER AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.77722931,41.93419113
610215,MADERO,POINT (-87.70506311788981 41.840915756790494),6310,3202 W 28TH ST,MS,"6, 7, 8",Elementary School,-87.70506312,41.84091576
610047,MADISON,POINT (-87.59076736253371 41.75954744582064),4570,7433 S DORCHESTER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.59076736,41.75954745
610048,MANIERRE,POINT (-87.63977142181925 41.90824783991121),4580,1420 N HUDSON AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63977142,41.90824784
609722,MANLEY HS,POINT (-87.69989651514061 41.87098011465326),1460,2935 W POLK ST,HS,"9, 10, 11, 12",High School,-87.69989652,41.87098012
610052,MANN,POINT (-87.57476067348541 41.74827466977079),4610,8050 S CHAPPEL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.57476067,41.74827467
610241,MARCONI,POINT (-87.73927019126037 41.884337983858316),6590,230 N KOLMAR AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73927019,41.88433799
610502,MARINE MILITARY MATH AND SCIENCE ACADEMY,POINT (-87.6887422997467 41.87884747147084),1085,145 S CAMPBELL AVE,HS,9,High School,-87.6887423,41.87884747
610053,MARQUETTE,POINT (-87.69697482437525 41.773882072359896),4620,6550 S RICHMOND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69697482,41.77388207
610054,MARSH,POINT (-87.55242849145068 41.71658857908599),4630,9822 S EXCHANGE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.55242849,41.71658858
609723,MARSHALL HS,POINT (-87.70804918191423 41.87840293105496),1470,3250 W ADAMS ST,HS,"9, 10, 11, 12",High School,-87.70804918,41.87840293
610321,MARSHALL MIDDLE,POINT (-87.72026538321018 41.95198873919072),7520,3900 N LAWNDALE AVE,MS,"7, 8",Elementary School,-87.72026538,41.95198874
610056,MASON,POINT (-87.73047009505497 41.856920861694675),4650,4217 W 18TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7304701,41.85692086
609724,MATHER HS,POINT (-87.70253081196181 41.987556515091455),1480,5835 N LINCOLN AVE,HS,"9, 10, 11, 12",High School,-87.70253081,41.98755652
610058,MAY,POINT (-87.74922050581512 41.8735879047464),4670,512 S LAVERGNE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.74922051,41.87358791
610059,MAYER,POINT (-87.65723233552355 41.92320452239292),4680,2250 N CLIFTON AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65723234,41.92320452
610061,MAYO,POINT (-87.61978058413744 41.827396418567496),4700,249 E 37TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61978058,41.82739642
610290,MAYS,POINT (-87.64611280145365 41.772492372941116),7150,838 W MARQUETTE RD,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6461128,41.77249237
609968,MCAULIFFE,POINT (-87.72398622118597 41.914815360292145),3770,1841 N SPRINGFIELD AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.72398622,41.91481536
610062,MCCLELLAN,POINT (-87.64115759811344 41.829992061664456),4710,3527 S WALLACE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6411576,41.82999206
610260,MCCORKLE,POINT (-87.62615419191953 41.81402651354876),6820,4421 S STATE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62615419,41.81402651
610063,MCCORMICK,POINT (-87.70624506539484 41.84226828738157),4720,2712 S SAWYER AVE,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.70624506,41.84226829
610269,MCCUTCHEON,POINT (-87.65481359372933 41.97094831504322),6910,4865 N SHERIDAN RD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65481359,41.97094832
610066,MCDADE,POINT (-87.61926937994996 41.73454903171225),4750,8801 S INDIANA AVE,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.61926938,41.73454903
610312,MCDOWELL,POINT (-87.58959055384481 41.73317346790784),7390,1419 E 89TH ST,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.58959055,41.73317347
610067,MCKAY,POINT (-87.69184148253156 41.768142415382606),4760,6901 S FAIRFIELD AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69184148,41.76814242
610353,MCKINLEY PARK,POINT (-87.69399425777307 41.822842600958474),7880,2744 W PERSHING RD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69399426,41.8228426
610282,MCNAIR,POINT (-87.7467302170295 41.89777791258411),7040,4820 W WALTON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.74673022,41.89777791
610070,MCPHERSON,POINT (-87.67623310363545 41.967847705524754),4800,4728 N WOLCOTT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6762331,41.96784771
610071,MEDILL,POINT (-87.65909662537791 41.86334255111902),4810,1301 W 14TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65909663,41.86334255
610293,MELODY,POINT (-87.73042595970684 41.874751288221056),7190,412 S KEELER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73042596,41.87475129
609902,METCALFE,POINT (-87.63436040282477 41.669443065058246),3190,12339 S NORMAL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6343604,41.66944307
610171,MIRELES,POINT (-87.55273299553402 41.73171767245714),5880,9000 S EXCHANGE AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.552733,41.73171767
610073,MITCHELL,POINT (-87.68318585237078 41.89212331975178),4840,2233 W OHIO ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68318585,41.89212332
610276,MOLLISON,POINT (-87.61667295363311 41.81435749145163),6950,4415 S DR MARTIN LUTHER KING JR DR,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61667295,41.81435749
610074,MONROE,POINT (-87.71922497303831 41.930029759354255),4850,3651 W SCHUBERT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71922497,41.93002976
610075,MONTEFIORE ALT,POINT (-87.66638916685446 41.86472480738383),4860,1310 S ASHLAND AVE,ES,"5, 6, 7, 8",Elementary School,-87.66638917,41.86472481
610076,MOOS,POINT (-87.69699647365387 41.91250450900049),4870,1711 N CALIFORNIA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69699647,41.91250451
610072,MORGAN,POINT (-87.64016377810425 41.74122540568483),4830,8407 S KERFOOT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64016378,41.74122541
609725,MORGAN PARK HS,POINT (-87.66568458437962 41.69199917727689),1490,1744 W PRYOR AVE,HS,"7, 8, 9, 10, 11, 12",High School,-87.66568458,41.69199918
610077,MORRILL,POINT (-87.68860423908642 41.78431241349071),4880,6011 S ROCKWELL ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68860424,41.78431241
610257,MORTON,POINT (-87.70508032347492 41.88928645342739),6800,431 N TROY ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70508032,41.88928645
610082,MOUNT GREENWOOD,POINT (-87.70586484664777 41.695732763950296),4940,10841 S HOMAN AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70586485,41.69573276
610086,MOUNT VERNON,POINT (-87.64759757272253 41.70195310233517),4980,10540 S MORGAN ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64759757,41.7019531
610088,MOZART,POINT (-87.72183304139725 41.92091054767201),5000,2200 N HAMLIN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.72183304,41.92091055
610385,MULTI-CULTURAL ARTS HS,POINT (-87.7341032935916 41.8360359309467),7630,3120 S KOSTNER AVE,HS,"9, 10, 11",High School,-87.73410329,41.83603593
610089,MURPHY,POINT (-87.71683278408983 41.95011891311878),5020,3539 W GRACE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.71683278,41.95011891
610090,MURRAY,POINT (-87.59339540562223 41.798534867163326),5030,5335 S KENWOOD AVE,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.59339541,41.79853487
610356,NAMASTE CHARTER,POINT (-87.66777905664667 41.825698689658665),7920,3737 S PAULINA ST,ES,"K, 1, 2, 3",Charter,-87.66777906,41.82569869
610092,NASH,POINT (-87.74721591468288 41.89221572207537),5050,4837 W ERIE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.74721591,41.89221572
610231,NATIONAL TEACHERS,POINT (-87.62928118154875 41.85284116211786),6480,55 W CERMAK RD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62928118,41.85284116
610085,NEAR NORTH,POINT (-87.66133187412856 41.89552148846129),4970,739 N ADA ST,ES,"3, 4, 5, 6, 7, 8",Elementary School,-87.66133187,41.89552149
610093,NEIL,POINT (-87.62098839908636 41.73840575373936),5060,8555 S MICHIGAN AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6209884,41.73840575
610094,NETTELHORST,POINT (-87.64450610206367 41.941637615290546),5070,3252 N BROADWAY,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6445061,41.94163762
610284,NEW FIELD,POINT (-87.6731697259259 42.00774371916836),7060,1707 W MORSE AVE,ES,"PK, K, 1, 2, 3",Elementary School,-87.67316973,42.00774372
610323,NEW MILLENNIUM HS,POINT (-87.55775893207843 41.733692372759215),7540,2710 E 89TH ST,HS,"9, 10, 11",High School,-87.55775893,41.73369237
610095,NEWBERRY,POINT (-87.64598929872412 41.91390606336786),5080,700 W WILLOW ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6459893,41.91390606
609999,NIA,POINT (-87.67819409333634 41.87876765658322),4050,2040 W ADAMS ST,MS,"6, 7, 8",Elementary School,-87.67819409,41.87876766
609793,NICHOLSON,POINT (-87.64739789104887 41.78494417023742),2200,6006 S PEORIA ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64739789,41.78494417
610096,NIGHTINGALE,POINT (-87.68908386564472 41.79771520912246),5090,5250 S ROCKWELL ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68908387,41.79771521
609961,NINOS HEROES,POINT (-87.55180688905303 41.74375596351032),3720,8344 S COMMERCIAL AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.55180689,41.74375596
610097,NIXON,POINT (-87.73147519599287 41.91958060116895),5100,2121 N KEELER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7314752,41.9195806
610098,NOBEL,POINT (-87.72995552299078 41.906196310594794),5110,4127 W HIRSCH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72995552,41.90619631
400052,NOBLE - COMER,POINT (-87.60201246933886 41.76403619408351),1935,7200 S INGLESIDE AVE,HS,"9, 10",Charter,-87.60201247,41.76403619
400053,NOBLE - GOLDER COLLEGE PREP,POINT (-87.66473641078383 41.895237090828005),1933,1460 W SUPERIOR ST,HS,"9, 10",Charter,-87.66473641,41.89523709
400054,NOBLE - PRITZKER COLLEGE PREP,POINT (-87.73012688402169 41.91525526971734),1931,4131 W CORTLAND ST,HS,"9, 10, 11",Charter,-87.73012688,41.91525527
400055,NOBLE - RAUNER COLLEGE PREP,POINT (-87.66085989249699 41.8924661706829),1932,1337 W OHIO ST,HS,"9, 10, 11",Charter,-87.66085989,41.89246617
400056,NOBLE - ROWE-CLARK MATH AND SCIENCE ACADEMY MAROO*,POINT (-87.71804756195452 41.895403420681276),1934,3645 W CHICAGO AVE,HS,"9, 10",Charter,-87.71804756,41.89540342
400057,NOBLE - UIC PREP,POINT (-87.67607206022903 41.86575481999043),1936,1231 S DAMEN AVE,HS,"9, 10",Charter,-87.67607206,41.86575482
400051,NOBLE STREET CHARTER HS,POINT (-87.66257269135342 41.900191289786214),1930,1010 N NOBLE ST,HS,"9, 10, 11, 12",Charter,-87.66257269,41.90019129
400058,NORTH LAWNDALE CHARTER HS,POINT (-87.70793388768053 41.85851933598479),1105,1616 S SPAULDING AVE,HS,"9, 10, 11, 12",Charter,-87.70793389,41.85851934
400059,NORTH LAWNDALE COLLEGE PREP,POINT (-87.70209561603804 41.864140639200215),1106,1313 S SACRAMENTO DR,HS,9,Charter,-87.70209562,41.86414064
610354,NORTH RIVER,POINT (-87.70709559447015 41.96172219121036),7890,4416 N TROY ST,ES,"1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70709559,41.96172219
609691,NORTH-GRAND HS,POINT (-87.73523650448158 41.91163254116499),1140,4338 W WABANSIA AVE,HS,"9, 10, 11, 12",High School,-87.7352365,41.91163254
609749,NORTHSIDE HS,POINT (-87.70876295728092 41.98131452884572),1740,5501 N KEDZIE AVE,HS,"9, 10, 11, 12",High School,-87.70876296,41.98131453
609744,NORTHSIDE LEARNING HS,POINT (-87.72238526581896 41.982931368553395),1690,3730 W BRYN MAWR AVE,HS,"9, 10, 11, 12",High School,-87.72238527,41.98293137
610051,NORTHWEST,POINT (-87.75821251351705 41.92046967515898),4600,5252 W PALMER ST,MS,"6, 7, 8",Elementary School,-87.75821251,41.92046968
